Você já fez compras de mercado online?,Você já desistiu de fazer uma compra online pelo aplicativo do BIG ou BIG Bompreço?,"Nessas ocasiões, o que fez você desistir da compra?",Você sentiu alguma dificuldade enquanto navegava pelo aplicativo? ,"Se sim, você sentiu dificuldade em qual parte do aplicativo?",Você tem algo a mais sobre a sua experiência para dividir conosco?,Submitted At,Token
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Os preços que encontrei não foram atrativos",TRUE,Página inicial,achei o menu meio confuso,10/15/2021 18:14:57,cyo309fv9ned732yocyo358ftrwvdj9u
TRUE,FALSE,,,,Ok,10/15/2021 17:41:50,tsx6io2rc23uqeyfttsx6ipqu2av1hdk
TRUE,FALSE,,,,Tudo ok,10/15/2021 17:42:32,4eui5put4vluszmqw4euiqxamqawzzd1
TRUE,FALSE,,,,,10/15/2021 17:42:22,iyp6513hfsgtvd941iyp651sjqn7cutf
TRUE,FALSE,,,,Adoro as promoções,10/15/2021 17:42:17,v5qgi3dylzap6htxuqlv5qgi3d849j80
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Não encontrei exatamente o produto que procurava, Promoção divulgada não funcionou",TRUE,Listagem de produtos,"precisaria ter mais itens, mais marcas cadastrados a aparecendo de forma mais simples para escolhermos... fico na dúvida, pois parece alguns itens repetidos... e outros não estão no app",10/15/2021 17:44:32,hyvr73abo1ly2jcstg7imq3hyvr73aqc
FALSE,FALSE,,,,,10/15/2021 17:43:16,if84wy7zquy6jddeeqw2qif84a0ij7y7
FALSE,FALSE,,,,Eu tenho o aplicativo mais vou compra no mercado uso o aplicativo pra ver as ofertas gosto das promoções,10/15/2021 17:45:30,mdeppdlys874tl6mdepph8803fzruwmk
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,Sim diminuir o valor mínimo para o frete grátis,10/15/2021 17:44:28,2wr3igzi1wfdezfcwb2wr3igzihc5g2a
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, O aplicativo não atende minha região",FALSE,,"Eu tenho uma reclamação sobre o motorista da entrega. Ele não achou o endereço e ficou reclamando que tinha passado o horário dele de entregar, sendo que era só ele ligar pra mim, pra se informar direito.",10/15/2021 17:45:48,q7l6us4lfjylm3c0zvlhq7l6usiikwvf
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Não entendi o preço total da compra",FALSE,,"Acredito que falta variedade de produtos e marcas no App, além de frutas e verduras o preço está confuso é colocado o valor da unidade , no caso do tomate cereja eu nunca acerto a quantidade. Precisa ser mais claro no caso se o cliente quer comprar por unidade ou por kilo, como o hipermercado condor faz",10/15/2021 17:47:18,ngdq4kl9hi6dz93yfoynngdqhkmntg0y
TRUE,TRUE,"Promoção divulgada não funcionou, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,,10/15/2021 17:45:18,4fgyizdtzl7n2b94fgyizi29v0pt6wy7
TRUE,FALSE,,,,,10/15/2021 17:46:44,yruyqtffghb4tmdeodzyruyq4liae8ql
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"Moro ao lado do Big, sei mais ou menos quanto custam os produtos. Sempre tem muita diferenca entre o app e a loja fisica, por isso desisto muitas vezes da compra.",10/15/2021 17:48:12,2r3gw8yutvn8dmynqg2r33u5bys9617l
FALSE,FALSE,,,,Não,10/15/2021 17:47:24,58cgnch2icvx8zmmhmcsi58cgnch2rjf
TRUE,TRUE,"Valor mínimo de compra é muito alto, Prazo de entrega muito demorado",TRUE,Listagem de produtos,"Gosto muito de comprar no Big, o app e bom só poderia ser mais claro, acho o layout das telas muito complicado.",10/15/2021 17:51:02,flsr6g6837a3noh8u9ycloflsr6g6ud8
FALSE,FALSE,,,,"Nas promoções de vinhos tipo 50% na segunda unidade poderia indicar na plaquinha o preço novo da unidade, em vez do preço da segunda unidade.",10/15/2021 17:50:38,6o4olzuc54wjbbe83h6o4olzepq3szk3
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Listagem de produtos,"Deixar o site mais ""fluído"" e de fácil interação com o cliente",10/15/2021 17:51:15,mtk25gtobet55q0anpcmtk28nkkuqn6y
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,"Comprei no BIG algumas vezes e não tive grandes problemas. A única coisa chata que aconteceu foi falta de produto que estava no site e na hora da compra estava em falta, de resto recomendo.",10/15/2021 17:52:20,kb93kwe8pxp1tb7ajkb93kwiy12pqil1
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,FALSE,,,10/15/2021 17:51:01,s1uozemt5042sctixuz4s1uozemtaw8o
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/15/2021 17:52:20,fp22oyhrzwcu88icgfp22oywyq8pv9t6
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Os preços que encontrei não foram atrativos",FALSE,,Gostaria de ter mais de uma forma de pagamento que não seja cartão de crédito,10/15/2021 17:52:13,j3zh7py6i4ssmg99bj3zh7fyxk1mmdn5
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Valor mínimo de compra é muito alto",TRUE,Listagem de produtos,,10/15/2021 17:52:13,b3o3jvhbo33gqp3o8b3o60t56va6iv8p
TRUE,TRUE,"Promoção divulgada não funcionou, Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava",FALSE,,Não,10/15/2021 17:53:10,a7sbd4v047vide91bsrn6ua7sbd444g0
TRUE,FALSE,,,,,10/15/2021 17:52:52,217ba5unuy8k5oq2eb75kjn217ba5unv
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, O aplicativo não disponibiliza parcelamento das compras, Não encontrei exatamente o produto que procurava",TRUE,"Login ou cadastro, Listagem de produtos","Comprei 3 pacotes de fraldas, deu mais de 200,00 a compra, além de não parcelarem ainda me enviaram 2 pacotes rasgados, estou esperando até agora o retorno da minha reclamação",10/15/2021 17:53:55,1tin0ukoh51k34s9dtx1tin0uljbunj9
FALSE,FALSE,,,,Sempre quando eu passo no checkout tem divergencia de preço de alguns itens e o operador fala que eu não ativei a promoção mas muitos itens da promoção não é do app,10/15/2021 17:54:29,yu05b95ckem68gyu05pojmhs7zwqfdyo
TRUE,TRUE,Tenho costume de comprar pelo ifood,FALSE,,,10/15/2021 17:55:24,69l7k1dnstuqmzl830l69l7p17hfrk7o
TRUE,FALSE,,,,"APP muito bom, rapido, seguro e com preços muito bons",10/15/2021 17:55:30,nzlrhgawif14wydhnzlrh2rq5ypf0w8z
TRUE,TRUE,Não entendi o preço total da compra,FALSE,,,10/15/2021 17:57:20,qhya3xmtp67gt7rfqhyoc9wqe783bxf4
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/15/2021 17:58:04,6da304pkucens83zz6da304i0sdpwwvq
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,"Gosto do aplicativo, porém. Perdi uma promoção maravilhosa de desconto bom em uma compra ..e não tem mais está promoção",10/15/2021 17:59:05,5h8f69lsh2lkbtjr5h8f6lgwx8puw2kr
TRUE,FALSE,,,,"App muito bom ,e entrega rápida",10/15/2021 17:58:13,4un2o9jjb4ybrbyps14un2o9vluifdve
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/15/2021 17:58:54,kavnsjboid23v20bzehkavnsjtfglch7
TRUE,FALSE,,,,"Acho ótima a área de hortifrte,sempre com produtos frescos e muita variedades.
Na área de produtos de limpeza doméstica muitas vezes não encontro um produto ou outro e marcas.",10/15/2021 18:06:21,pks4n77mpv2p2s2bb2wpks4n5ti05ah4
FALSE,FALSE,,,,Gosto da facilidade ver ofertas pelo app e dos cupons,10/15/2021 18:04:26,rtzuq1vhi78lfqprtzcfogw9p546ri8c
TRUE,TRUE,"Os preços que encontrei não foram atrativos, O aplicativo não disponibiliza parcelamento das compras",FALSE,,Gostaria que pudesse pagar via ame e as entregas atrasam demais...,10/15/2021 18:05:52,f7k4wmotutbnp3ty91f7k4no89h8fwrj
TRUE,TRUE,O aplicativo é muito lento,TRUE,Login ou cadastro,"Não entram em contato antes de fazer alteração no pedido, cobram a mais nas alterações. Aplicativo trava muito",10/15/2021 18:06:06,nw8ul8yzfh6qw4u1cinw8ul8hk2vidkb
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não consegui navegar bem pelas categorias do aplicativo, O aplicativo não atende minha região",TRUE,Listagem de produtos,FALTA FILTRO POR VALOR TEM COISAS QUE GOSTO DOS MAIS CAROS E COISAS QUE GOSTO DOS MAIS BARATOS. E ESSAS OFERTAS 2A UNID PELA METADE DO DOBRO NAO COLA,10/15/2021 18:08:13,r4tkpptrsa4sj9vntepgk5fr4tkppt7v
TRUE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, Não encontrei exatamente o produto que procurava",FALSE,,Cupoms são sempre bem-vindos! :),10/15/2021 18:06:14,3uevk5uo1foqed79scqc3uevk5rjytno
TRUE,FALSE,,,,não,10/15/2021 18:05:57,d5t879qqo066l4gd5t88neuupi9tuatt
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Prazo de entrega muito demorado",FALSE,,,10/15/2021 18:07:21,0qrv4pyt1lelflhcev8nb0qrv4paisod
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,TRUE,"O app pode ser melhorado seguindo como referencia o ifood mercado que possui um canal de comunicacao com o cliente(chat) no proprio app onde o funcionario do supermercado entra em contato para tirar duvidas sobre o pedido, cancelamento de itens, alteracao de precos(com autorizacao do cliente) , substituicao de itens , entre outros. Na compra online no Big tive dificuldade de comunicacao( inclusive para informar um item que paguei e não foi entregue e ate agora nao tive resposta alguma) . No app do Big nao consigo ver os itens cancelados, substituidos,etc...","O app pode ser melhorado a exemplo do Ifood Mercado, principalmente em relação ao canal de comunicação com o cliente que precisa muito ser melhorado. O primeiro pedido que realizei no app Big foi cancelado sem nenhuma explicação quando eu já esperava a entrega das mercadorias e com bebê recém nascido em casa acabei refazendo o mesmo pedido( que foi entregue faltando um item) que até hoje não tive retorno.",10/15/2021 18:24:52,j33irepywpewh3rj33irk7xfwavsl3j1
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,No momento não,10/15/2021 18:10:03,5yjd2i99c99exylt1wax5yjd2i5gp269
TRUE,TRUE,"Promoção divulgada não funcionou, Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos, O aplicativo não atende minha região, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Listagem de produtos,precisava ter um filtro por valor urgente,10/15/2021 18:09:38,ku3nvn6l22pzirwm6ku3ljvs2h7yh5j0
TRUE,TRUE,"Prazo de entrega muito demorado, Promoção divulgada não funcionou",FALSE,,"Quando não tem alguém item, poderiam entrar em contato para substituição, mas simplesmente excluem do carrinho... Só uma sugestão.",10/15/2021 18:10:52,7z094bj5q95a007z0uf2jzu4iq67q4k1
TRUE,FALSE,,,,"Gostaria que as compras fossem asseguradas, pois comprei online e minha compra foi cancelada no dia da entrega isso foi desagradável",10/15/2021 18:13:41,5fd9wuwqh35roi67rc5fd9ws8dbvvzm5
FALSE,TRUE,O aplicativo é muito lento,TRUE,Listagem de produtos,muita divergencia entre o preco da gondola e o que passa no caixa. precisa ficar conferindo quando tem promocao,10/15/2021 18:15:48,6wuv1rtd9kbfxfuilda96wuv1rbjyxa5
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/15/2021 18:13:05,1truzftgx1ip56mckb1truzf785gb3ax
TRUE,FALSE,,,,Sempre falta algum item da sexta de compras. Seria provavelmente um problema de controle de estoque,10/15/2021 18:14:08,ulq88cdgmev0wixkwulq88fkvl6xlthn
TRUE,TRUE,"O aplicativo é muito lento, Os preços que encontrei não foram atrativos, O aplicativo não possui o método de pagamento que eu gostaria, Não encontrei exatamente o produto que procurava",FALSE,,O app só precisa melhorar mais o funcionamento as vezes lento trava,10/15/2021 18:14:51,ce2vgt7xuh49ce2vgo5tvoiglka0xb86
FALSE,TRUE,"Não encontrei exatamente o produto que procurava, O aplicativo não atende minha região",FALSE,,"Acho que para pessoas que moram mais longe da loja, é uma boa opção!
Como gosto de passear pelas gôndolas, prefiro ir pessoalmente!",10/15/2021 18:15:06,dm6axmb0d8s4r8u51ugpdm6axmbvx26u
FALSE,FALSE,,,,"minha melhor experiencia com o Big é comprar azeite de oliva, marcas ótimas e preço bom",10/15/2021 18:14:12,2wjy0ldxeaqxf3lgz4fn62wjy0ldtsd7
TRUE,TRUE,Promoção divulgada não funcionou,TRUE,"Página inicial, Carrinho, Tela de pagamento","Constrangedor,  você escolhe o produto, escolhe dia e horário da entrega, faz o pagamento, recebe mensagem que a sua compra foi aprovada e pedido é debitado no seu Cartão de Crédito e no dia da entrega te ligam avisando que sua compra foi cancelada e quando você pergunta o motivo a resposta é pior ainda, não temos o produto em estoque. No Código do Consumidor é PROPAGANDA ENGANOSA, NO MÍNIMO. QUE FEIO E O PIOR NÃO É FATO ISOLADO JÁ ACONTECEU COM DIVERSAS PESSOAS QUE EU CONHEÇO. POR ISSO FICO BASTANTE A VONTADE PARA NÃO INDICAR O SITE DO BIG. É PÉSSIMO E ACABA COM O NOME DA EMPRESA. FALTA DE RESPEITO COM OS CLIENTES.",10/15/2021 18:28:01,4oya107xfj8d43x8lup4oya107gt5906
FALSE,FALSE,,,,"Gosto muito de compra azeite de oliva, marcas ótimas e preço bom",10/15/2021 18:14:55,ss4ydofrt8q8qm53hccsss4ydj0dcs54
TRUE,FALSE,,,,"Tem que melhorar a atualização de disponibilidade de estoque. Na minha ultima compra, inseri dois tipos de produtos, a compra foi finalizada e quando foi realizado a entrega, fui informado da falta de um dos produtos. Isto gera frustação.",10/15/2021 18:33:17,8b0gthrtnms3ydcuh8b0gth5myah29fc
TRUE,FALSE,,,,"Fiquei muito chateada, não recebi todos os produtos que comprei",10/15/2021 18:18:03,5d07rzup8nezak68a5d073wxd46hpnfz
TRUE,FALSE,,,,Quando vamos mudar o número de algum item no carrinho demora mto para atualizar,10/15/2021 18:18:16,zfoqrmqrz8j19cea15y7n9gzfoqrmfm9
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 18:19:06,i8fdk3hx4vdzp1k4l81o5wi8fdk713ho
TRUE,FALSE,,,,,10/15/2021 18:18:48,p3z9stghrhqpbvzs14aup3p0bwcl62y2
FALSE,FALSE,,,,,10/15/2021 18:20:10,v69dxiz6evckp38vo94wjv69dxrh0w8c
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Não consegui navegar bem pelas categorias do aplicativo, Os preços que encontrei não foram atrativos",FALSE,,Com o pedido fechado o aplicativo deve perguntar ao cliente caso não tenha o produto se ele quer  substituir ou cancelar o item ou até mesmo a compra... já comprei com vocês não tinha o item é não avisou nada... apenas retirou da compra interfere na entrega sim e entendo mas só avisar antes o cliente no ato da compra que pode ocorrer atraso na entrega caso falte algum item ...,10/15/2021 18:26:30,d0ky7rwkfzevph8po9t2d0kmq3mvqvt1
TRUE,TRUE,Compra cancelada pelo Bog sem motivo,FALSE,,Precisa de reformulação urgente no trato com o cliente e na solução de problemas.,10/15/2021 18:24:52,izp0i10xy4a95ksvizp0i6n712yl4n10
TRUE,FALSE,,,,satisfeito,10/15/2021 18:22:36,eva8sw0d63fmflcweva8swi86flncog5
TRUE,TRUE,Promoção divulgada não funcionou,TRUE,Listagem de produtos,,10/15/2021 18:22:06,oakutxcaeeb8o0cftwauoakutbu04h8d
TRUE,TRUE,Tive problemas com produtos que estavam disponíveis na compra e não foram entregues,FALSE,,Realmente fiquei muito desapontado com a não entrega dos produtos e com falta de observancia do horários combinados para entrega,10/15/2021 18:25:30,3hwiixghwca10gqycz1glk3hwiidjbrc
TRUE,TRUE,Não entendi o preço total da compra,FALSE,,,10/15/2021 18:23:05,hcabf6ip6wz38czlhcabrmolrev6nwdn
FALSE,FALSE,,,,So compro na loja física,10/15/2021 18:23:44,13cy3nbk90wmkjvh13cy37pn0pmbbbdx
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Os preços que encontrei não foram atrativos, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,,10/15/2021 18:24:36,csx7uvinlu7c4tng00w61csx7uvingfz
TRUE,FALSE,,,,"Aplicativo fácil de usar e entrega bem rápida, parabéns",10/15/2021 18:25:24,uayzjhmcgvmluayzjiwvn5azuxhunsqs
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 18:26:00,2crdjzrrgt8tdt5kl2crdjzr28qvst56
TRUE,TRUE,Promoção divulgada não funcionou,TRUE,Listagem de produtos,,10/15/2021 18:26:38,apfxn6t54smypi9apfxt429g25ac3t0j
TRUE,FALSE,,,,"Preços um pouco fora dos concorrentes, a não ser qdo tem promoções.",10/15/2021 18:26:29,gfe145ubp89pfyai9m4ygfe14xy520ha
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"App Big e informações de cupons muito bem divulgadas, parabéns pelas promoções, nos clientes adoramos promoções e cupons; super rápido o app e site;",10/15/2021 18:29:44,2hjxhfbvz0s70n1d1592hjxhfrnqids1
FALSE,FALSE,,,,"Dificuldade de pagar com o cartão
Toda a vez que informa o numero do cartão, ele não permite validar. Foi incluso os produtos na lista corretamente, mas quando vai pagar, dá erro e não passa o cartão de crédito, ai desisti. Inclusive, até passei a comprar no big pelo ifood.. estranho.. mas foi necessário.",10/15/2021 18:27:25,ghfn17jgb3uggajhgneghfn19bby0zfe
TRUE,FALSE,,,,A parte da feira no mercado Bi g da Av toaldo tulio é  muito ruim. Frutas e verduras de baixa qualidade e apodrecido.,10/15/2021 18:27:17,7rku70xrzhkx8q4iyiln7rku70xwovuw
TRUE,FALSE,,,,Aplicativo ótimo e entrega rápida,10/15/2021 18:27:00,0jdta1smeb33sr5998hh0jdta1c1fkpp
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Não consegui navegar bem pelas categorias do aplicativo, Valor mínimo de compra é muito alto, Etapa de pagamento complicada ou longa",TRUE,"Carrinho, Listagem de produtos",Aplicativo em evolução,10/15/2021 18:27:37,e7qffxxk871jahe7yp4s4d1ci2y6p2g9
TRUE,TRUE,Não entendi o preço total da compra,FALSE,,Deixar claro o preço final do item em promoção,10/15/2021 18:29:30,sbkc6hr6rek5opqbuf7osbkc600gab5e
FALSE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Página inicial,,10/15/2021 18:29:50,o40dw6llthhxa4fv6o05so40drc4rvqg
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,Não,10/15/2021 18:30:24,dbbgyfo8xfnc1mdbbu2yofxh2xitjzqo
TRUE,FALSE,,,,,10/15/2021 18:30:21,tmzc3k692ppi3hxetmz6mx2dudm34suh
TRUE,TRUE,"Valor mínimo de compra é muito alto, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,,10/15/2021 18:30:48,4bunjm472azab0iys4bunjmaxw16ucnv
TRUE,FALSE,,,,"Gostei bastante da experiência de comprar online, quando cheguei ao hipermercado, minhas compras estavam separadas e foi muito rápido.",10/15/2021 18:31:35,6gq2eqrqxq0ud52ry3mquo6gq2eqrsyk
TRUE,TRUE,"Valor mínimo de compra é muito alto, O aplicativo não disponibiliza parcelamento das compras, Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava",FALSE,,,10/15/2021 18:32:26,nulzvuvdjpok1bqanulzvu0zouuonebz
TRUE,FALSE,,,,"Quando houver algum erro no momento da compra, principalmente falta de unidades, sinalizar o erro ao consumidor para que não fique sem finalizar sem saber o que está ocorrendo.",10/15/2021 18:36:30,mdxtjdiqk9dj1f85ovlmdxtjdivkz2sj
TRUE,TRUE,Os preços que encontrei não foram atrativos,TRUE,Login ou cadastro,Deveria não faltar o produto quando a gente compra,10/15/2021 18:35:16,uzbor0pnipo3es1uzbocu3qefb0doukh
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 18:34:11,v8mwzcegydfa5e5vp8v8mtog66i5c604
TRUE,TRUE,Frete alto,FALSE,,Frete mais barato,10/15/2021 18:37:43,nsx4ykxcer9pbisb50pns11pmrcg4q6w
FALSE,TRUE,Valor mínimo de compra é muito alto,FALSE,,Alguns funcionários muito mal educado,10/15/2021 18:39:47,pqdteshdkmksh6qypqduwg2e6dil2vpl
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 18:35:29,mvgfwbaob1inna3mvgfwbaalz6b2uo8p
FALSE,TRUE,"Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho, Valor mínimo de compra é muito alto",FALSE,,,10/15/2021 18:36:22,0zpwn4fe4t9otaxblcgi0zpwn4f2nycv
FALSE,TRUE,Não confio no aplicativo para inserir meus dados de pagamento,TRUE,Listagem de produtos,preços alto mesmo adicionando no app,10/15/2021 18:39:13,h3zpt5u90l02dmh3zpt5s8x1jjk2t75c
FALSE,TRUE,"Valor mínimo de compra é muito alto, Promoção divulgada não funcionou, Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho",FALSE,,,10/15/2021 18:37:07,blueb7s1v9xho35khqblu7se26k1olgx
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"A experiência que tive nas compras que fiz, foi muito boa, fiquei satisfeito e aguardo ofertas e ou melhores preços para comprar mais.👍👏👏",10/15/2021 18:40:43,5y1bspb4io3ipl2tf5y14q7hvfcz5fdv
FALSE,FALSE,,,,Não sobre compras online.,10/15/2021 18:38:33,0wgpzbqzczeed3w0wgpzbgm872ji9bg7
FALSE,FALSE,,,,Na verdade prefiro fazer as minhas compras na loja física mesmo!,10/15/2021 18:39:17,1aupy2yns4n8vc1augrzb2xuxyb4doin
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho, Não encontrei exatamente o produto que procurava",FALSE,,"fiz uma compra no qual usei um cupom, não me entregaram todos os itens, e ainda descontaram erroneamento o valor dos itens cancelados para menos.",10/15/2021 19:25:44,ttxw9g9xikm79xikhiettxw9g9xiplev
TRUE,FALSE,,,,,10/15/2021 18:39:38,ghd2ls65vucmrl91qoghd2lwuhhgnsur
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,Não,10/15/2021 18:40:19,f590pdr2th3ei6nlf590pd6ebwyisdgn
FALSE,FALSE,,,,,10/15/2021 18:40:32,s1x5lxvw7rzpkjpjyknw5tjs1x5lxvgq
TRUE,TRUE,Os preços que encontrei não foram atrativos,TRUE,Página inicial,Preços no Cx diferente da prateleiras e no app mais caro,10/15/2021 18:42:31,7l6mpbtdrpvy17l6mx3076gmwyx5vffy
TRUE,TRUE,"Promoção divulgada não funcionou, Valor mínimo de compra é muito alto, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Listagem de produtos,"Tive problemas com estorno de valores em compras anteriores, por falta de produtos, o que fez com que eu não tenha confiança para utilizar o aplicativo novamente.",10/15/2021 18:43:59,8b4t2mxxzwbqb0b2qbtx778b4t2mg774
FALSE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,Não,10/15/2021 18:43:14,9si0uxfsku9qvksvmkh9si0utx3y9v0c
FALSE,FALSE,,,,Não tenho nada a reclamar.  Só elogios,10/15/2021 18:44:32,a9tes95y7ywcs13ygs3qa9tes9jhriqu
TRUE,TRUE,"Prazo de entrega muito demorado, Não consegui ver o desconto do item no carrinho, Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto",TRUE,"Login ou cadastro, Listagem de produtos, Carrinho, Tela de pagamento",Honestidade do entregador... Sempre me atendeu... Ajudou a carregar as compras e resolveu quando os produtos foram faturados e não vieram na entrega,10/15/2021 18:47:26,cgo9xlve5922vazzcgo9x0qwghi3yylp
TRUE,FALSE,,,,,10/15/2021 18:46:13,ztguco7mvj0bop08j6j1jyqztgucopk7
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto",FALSE,,Reduzir o valor mínimo da compra,10/15/2021 18:47:54,u5thmks75l3caseru5tn0lhskwqu9i1g
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho",FALSE,,"O estoque da loja não está de acordo com os produtos ofertados. Tive uma compra cancelada por ausência de estoque e, mesmo assim, o produto continuou disponível para venda.",10/15/2021 18:48:42,kao7x10yx6389ukaofwybih63r3g2w9d
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,Veio faltando Inter,10/15/2021 18:48:08,bndtxafsv283mjh7bnd54w21gzeqo5sn
TRUE,TRUE,Não encontrei exatamente o produto que procurava,TRUE,Listagem de produtos,"Não compro mais porque o BIG me decepcionou. Cancelou um pedido, já pago, e NA HORA EM QUE SERIA A ENTREGA, deixando-me na mão. 
Sem o mínimo de consideração com o cliente, nem para avisá-lo com antecedência. Procurei me informar a a resposta foi: problema no faturamento (problema interno). Conduta lamentável do BIG.",10/15/2021 18:55:56,a0qg8oao4nlz905zvhtlic6a0qg8oae0
TRUE,FALSE,,,,Poderiam colocar mais coisas na promoção,10/15/2021 18:50:14,ojh646264x3axaza2m7mlojh6462uqnr
TRUE,FALSE,,,,Fiz uma compra online já vai fazer três meses nao recebi a compra  e tbe não estornaram.meu dinheiro,10/15/2021 18:49:40,evzfc596upsxpbji9crevzfc596v304n
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos",FALSE,,Reduzir o valor mínimo da compra,10/15/2021 18:49:40,b8s8jlket4xfzb970jx4b8s8j8w41lie
FALSE,FALSE,,,,Muito complicado esse aplicativo. Já desisti de compras mesmo na lojas BIG,10/15/2021 18:50:18,7rf29vy9nqvqtx8w3q2v327rf29r2sf0
TRUE,TRUE,"Promoção divulgada não funcionou, Etapa de pagamento complicada ou longa",TRUE,"Listagem de produtos, Página inicial","Quando realizei uma compra, 1 dia depois o preço mudou e a compra foi cancelada, frustrando as minhas expectativas. Estou prestes a desinstalar o app.",10/15/2021 18:57:11,nq4tmi9rr78nq4m4awopz46kq4gcm96b
TRUE,FALSE,,,,,10/15/2021 18:50:11,k4pf5rp0127uh2l27k4pf5vtabbkw6j0
TRUE,FALSE,,,,Até o momento estou satisfeito com o Big.,10/15/2021 18:51:12,h2bstrgoscy626h2bsmxd701r2qzdit5
TRUE,TRUE,"Valor mínimo de compra é muito alto, O aplicativo não possui o método de pagamento que eu gostaria, Prazo de entrega muito demorado, Promoção divulgada não funcionou",FALSE,,Já tive compras canceladas pq no dia da entregue não tinham os produtos que havia selecionado no aplicativo,10/15/2021 18:51:22,q9z1i8uarghenqq9z1ibgscgnpf2zqvb
TRUE,FALSE,,,,Somente falta de cupons,10/15/2021 18:50:48,bxol0ohk7plo2v2irbxol0rlt670wvlg
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto",FALSE,,Reduzir o valor mínimo da compra,10/15/2021 18:51:16,x3wob591fke548x3m14qhy5vf4ehwvhu
FALSE,FALSE,,,,,10/15/2021 18:50:53,l41do3hevnpiqeooj8el41do3heoxlae
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,Por enquanto nada,10/15/2021 18:53:37,ywtioq5o7js858eqerywtioqfvlstx73
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,"Tudo certo com o aplicativo, fácil de navegar.",10/15/2021 18:54:27,pr3hhr4jkmyzpvvjprubkrzegq4cb8ea
TRUE,FALSE,,,,Total satisfação,10/15/2021 18:53:47,ca3wr7mlkwu5w53ca3wrhwzt8dgma63j
